date,ticker,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,bb_percent,atr,returns,volatility,volume_sma_20,volume_ratio,obv,price_change,price_change_pct,daily_range,daily_range_pct,gap,gap_pct,roc,stoch_k,stoch_d
2020-11-23,MSFT,202.79373968820798,204.08192585772954,200.11161984755833,201.98622131347656,25683500,,201.98622131347656,,201.98622131347656,,201.98622131347656,,0.0,0.0,0.0,,,,,,,,,,,0,,,3.970306010171214,1.9656321031964938,,,,,
2020-11-24,MSFT,201.48634012873154,205.966167884209,200.7845691949016,205.59124755859375,33979700,,202.32955714634485,,202.12759489171646,,202.02209222138816,,0.2875804412059324,0.05751608824118648,0.23006435296474592,,,,,,,0.017847882007368643,,,,33979700,3.6050262451171875,1.7847882007368643,5.181598689307407,2.520340117023048,-0.4998811847450213,-0.24748281417137888,,,
2020-11-25,MSFT,206.79290679217922,206.96594016357292,204.24537325454432,205.60084533691406,21012900,,202.64110840258954,,202.26380079152813,,202.05770170512477,,0.5103811174446093,0.14808909408187104,0.3622920233627383,,,,,,,4.6683788508916635e-05,,,,54992600,0.0095977783203125,0.0046683788508916635,2.720566909028605,1.3232274918765365,1.2016592335854739,0.584489489633064,,,
2020-11-27,MSFT,206.54298182630274,207.90807676542295,205.76428758442702,206.9082794189453,14512200,,203.04750564224247,,202.4459372082896,,202.10596615998867,,0.7834204786774706,0.27515537100099097,0.5082651076764796,,,,,,,0.006359089039195354,,,,69504800,1.30743408203125,0.6359089039195354,2.143789180995924,1.0361060403267897,0.9421364893886732,0.4582357080511088,,,
2020-11-30,MSFT,205.82196023272226,206.45643058783554,202.68799675205642,205.79312133789062,33064800,,203.3089928513518,,202.57719933101907,,202.1426542712116,,0.8994538580358551,0.40001506840796386,0.49943878962789123,,,,,,,-0.005389625220345695,,,,36440000,-1.1151580810546875,-0.5389625220345695,3.7684338357791205,1.831175799890682,-1.0863191862230508,-0.5250245129260802,,,
2020-12-01,MSFT,206.21607495373502,208.91744005843603,205.10093691051932,207.85035705566406,30904500,,203.741503727953,,202.78398983002475,,202.19944733374348,,1.1442229862098543,0.548856651968342,0.5953663342415123,,,,,,,0.009996620413739166,,,,67344500,2.0572357177734375,0.9996620413739166,3.8165031479167055,1.836178297684913,0.42295361584439206,0.20552368956489406,,,
2020-12-02,MSFT,206.57183206459354,207.13901664044988,204.57225193068112,207.04287719726562,23724500,,204.05592024883993,,202.95100502089696,,202.24764066571882,,1.258539744807706,0.6907932705362148,0.5677464742714913,,,,,,,-0.003884909652487112,,,,43620000,-0.8074798583984375,-0.3884909652487112,2.566764709768762,1.239726159390264,-1.278524991070526,-0.6151180152787163,,,
2020-12-03,MSFT,206.31224772970052,208.0138159646571,205.3893590366748,205.95655822753906,25120900,,204.2369333896684,,203.06886985252999,,202.28454531807523,,1.2471039000294866,0.8020553964348691,0.44504850359461745,,,,,,,-0.005246830919431011,,,,18499100,-1.0863189697265625,-0.5246830919431011,2.6244569279823224,1.2742769400345313,-0.7306294675651088,-0.35288799955623784,,,
2020-12-04,MSFT,205.93728251942207,207.0524351686897,204.93748543083214,206.07186889648438,24666000,,204.4116891522223,,203.18663452092036,,202.32223012980072,,1.2331307542070817,0.8882704679893118,0.34486028621777,,,,,,,0.0005598785973977005,,,,43165100,0.1153106689453125,0.05598785973977005,2.1149497378575575,1.0263165706135053,-0.019275708116992973,-0.009359113534853953,,,
2020-12-07,MSFT,206.08151676587187,207.20627770612253,204.7548835554524,206.00460815429688,24620000,,204.56339572384843,,203.2971432908567,,202.3588707071589,,1.2027648314172268,0.9511693406748948,0.251595490742332,,,,,,,-0.0003263945852856054,,,,18545100,-0.0672607421875,-0.03263945852856054,2.451394150670126,1.1899705412580084,0.009647869387492847,0.004681798364404236,,,
2020-12-08,MSFT,205.69697815661644,208.56175411856142,204.6587339551668,207.65809631347656,23284100,,204.85812911333682,,203.46816105644962,,202.4115993201571,,1.2971693338791965,1.0203693393157551,0.2767999945634414,,,,,,,0.008026462000020995,,,,41829200,1.6534881591796875,0.8026462000020995,3.903020163394615,1.8795415313365353,-0.3076299976804364,-0.14933160982982593,,,
2020-12-09,MSFT,206.8410048659269,206.90829074108822,203.04373156194043,203.6109161376953,32440600,,204.73934692518048,,203.47375929492983,,202.42353282082914,,1.0334984390634077,1.0229951592652857,0.010503279798121934,,,,,,,-0.019489633429325637,,,,9388600,-4.04718017578125,-1.9489633429325637,3.86455917914779,1.8980117826955392,-0.8170914475496716,-0.3934792151403558,,,
2020-12-10,MSFT,203.58205592220745,204.84140328420904,202.2265691271052,202.38038635253906,26733300,,204.51468401350036,,203.43088192464,,202.42310350273672,,0.7169789979950849,0.9617919270112456,-0.2448129290161607,,,,,,,-0.006043535427757152,,,,-17344700,-1.23052978515625,-0.6043535427757152,2.614834157103843,1.292039314792541,-0.028860215487867436,-0.014174198532828282,0.1951445185217697,,
2020-12-11,MSFT,201.92854057276654,205.07211201200164,201.02488278476247,205.01441955566406,30979400,,204.5622778746588,,203.49298143958214,,202.44888774206936,57.671742091908136,0.670945286888923,0.9036225989867812,-0.23267731209785825,,,,,,3.4189173637563153,0.013015259287708858,,,,13634700,2.634033203125,1.3015259287708858,4.047229227239171,1.9741193014671323,-0.45184577977252616,-0.22326559797421658,-0.2805703111292667,55.67680909552726,
2020-12-14,MSFT,204.86061523888804,207.85036943964792,204.64912024059765,205.91807556152344,28798400,,204.691401463884,,203.58808316985434,,202.48340702385497,59.52497479011477,0.6993194078642091,0.8627619607622669,-0.16344255289805776,,,,,,3.3639847343905336,0.00440776803806231,,,,42433100,0.903656005859375,0.44077680380623097,3.2012491990502667,1.5546227257226912,-0.1538043167760179,-0.07502121904857431,0.15429422193743222,63.120470652486084,
2020-12-15,MSFT,206.85055147825673,207.09088534594102,204.03384559002814,205.85076904296875,27000600,,204.80181742379682,,203.6768159491922,,202.5169131135974,50.7587464623357,0.7082112116169128,0.831851810933196,-0.12364059931628324,,,,,,3.212230524862353,-0.0003268606622859327,,,,15432500,-0.0673065185546875,-0.03268606622859327,3.057039755912882,1.4850757032026263,0.9324759167332957,0.4528383019268719,-0.5111010438762233,61.14477337153477,59.980684373182704
2020-12-16,MSFT,206.4468321694633,211.59959187346084,206.41799327328266,210.8016815185547,35023300,,205.373233051869,,203.95622244210838,,202.5993486201144,61.79686148010217,1.1020515264372364,0.8858917540340042,0.21615977240323214,,,,,,3.4285345192526018,0.024050978767791165,,,,50455800,4.9509124755859375,2.4050978767791165,5.181598600178177,2.4580442446433213,0.5960631264945562,0.2895607965254361,2.4337840585257142,92.45454084633958,72.23992829012015
2020-12-17,MSFT,211.36884685156218,212.34941323916237,209.49424542586814,210.93624877929688,32515800,,205.9030440735288,,204.2299489651354,,202.68230285055404,59.64993986540085,1.4087915941598226,0.9904717220591679,0.4183198721006547,,,,,,3.467672832451555,0.0006383595224326299,,,,82971600,0.1345672607421875,0.063835952243263,2.85516781329423,1.3535690663967381,0.5671653330074946,0.26905161710371506,1.484669917024191,87.52120924080836,80.3735078195609
2020-12-18,MSFT,210.13833618164062,211.19581116336445,207.66771142443713,210.13833618164062,63354900,,206.30640522668233,,204.4616504246062,,202.756492236933,60.5706568946394,1.5694092565891538,1.1062592289651652,0.4631500276239886,,,,,,3.4182311947400144,-0.0037827191972638063,,,,19616700,-0.79791259765625,-0.37827191972638063,3.528099738927324,1.6789415025527203,-0.79791259765625,-0.3782719197263757,1.4950811282562109,80.47533126053203,86.81702711589332
2020-12-21,MSFT,209.13854845628643,215.33915971981244,208.87898375471278,213.98367309570312,37181900,206.75492935180665,207.0375735951605,,204.83506307837473,,202.86820547930884,63.72641222708736,1.9841148227870349,1.2818303477295392,0.7022844750574957,206.75492935180665,212.5817499521428,200.92810875147052,11.653641200672268,1.1202991510910312,3.60706496739594,0.01829907376224127,,29730065.0,1.2506498051719699,56798600,3.8453369140625,1.829907376224127,6.4601759650996655,3.019004147204438,-0.9997877253541958,-0.47577597858678833,3.897479612810277,90.53052675828654,86.17568908654232
2020-12-22,MSFT,214.07980948079756,216.90613825905035,213.2722911638156,215.28147888183594,22612200,207.4196922302246,207.82270743198671,,205.24472644321636,,202.99172063754295,68.04208801351072,2.3899442627442795,1.5034531307324874,0.8864911320117921,207.4196922302246,213.94727756290297,200.89210689754623,13.05517066535674,1.1021971564472468,3.6324751081282125,0.006064975740239564,,29576500.0,0.7645326526127162,79410800,1.2978057861328125,0.6064975740239564,3.6338470952347564,1.6879515665299327,0.09613638509443945,0.044926972092605835,4.469125278801545,89.76995628686426,86.92527143522761
2020-12-23,MSFT,214.4835990132928,214.91619712516564,212.26291599270337,212.4744110107422,18699600,207.76385040283202,208.26572682043962,,205.5282434850801,,203.08607576563452,63.27336886537764,2.456740326979684,1.6941105699819268,0.7626297569977574,207.76385040283202,214.60386554417556,200.92383526148848,13.680030282687085,0.8443384634807183,3.6606255339246587,-0.01303905884367551,,28812495.0,0.649010090934506,60711200,-2.80706787109375,-1.303905884367551,2.6532811324622685,1.248753259199822,-0.7978798685431343,-0.3706216961567214,3.140610743813774,72.09460388391061,84.13169564302048
2020-12-24,MSFT,212.8589643905071,214.96429207339656,212.6474693476439,214.13754272460938,10550600,208.1906852722168,208.8249473827415,,205.86586306310087,,203.19604061099744,65.45137041640407,2.61374786072642,1.8780380281308258,0.7357098325955942,208.1906852722168,215.51094104382872,200.87042950060487,14.640511543223852,0.9061919171905571,3.687406342838717,0.007827444754197277,,28289380.0,0.37295267694095807,71261800,1.6631317138671875,0.7827444754197277,2.3168227257526723,1.081932059308354,0.3845533797649239,0.18098809072377275,3.1202474289042734,82.5668975672396,81.47715257933815
2020-12-28,MSFT,215.77179436717526,217.29070652946282,214.3970913608019,216.2620849609375,17933500,208.65837554931642,209.53324619971252,,206.27355803948663,,203.32605100253915,68.21448544648973,2.8764523135886293,2.0777208852223867,0.7987314283662426,208.65837554931642,216.78451829875675,200.53223279987608,16.252285498880667,0.9678547772339323,3.7375327467089545,0.009921390753327097,,28460445.0,0.6301201544810702,89195300,2.124542236328125,0.9921390753327097,2.893615168660915,1.3380131654531937,1.6342516425658857,0.7631784794820438,6.2134040076154955,93.67617905696007,82.77922683603676
2020-12-29,MSFT,217.55988713891716,218.39624453164663,214.93544469810388,215.4833984375,17403200,209.14288940429688,210.09992736521608,,206.63472825117344,,203.4470196337328,64.34115940910415,2.9873773638066154,2.2596521809392325,0.727725182867383,209.14288940429688,217.69414185968688,200.59163694890688,17.10250491078,0.870735694348878,3.7059455802909644,-0.003600661316005338,,27677365.0,0.6287881812448548,71792100,-0.7786865234375,-0.3600661316005338,3.460799833542751,1.6060633248953238,1.297802177979662,0.6001061990196195,6.474447608838922,83.23190699388263,86.49166120602744
2020-12-30,MSFT,216.52164682313952,216.90618992435643,212.90702968461719,213.10890197753906,20272300,209.40581665039062,210.3864963759135,,206.8886174169133,,203.543157766507,68.5435206413819,2.850821746928574,2.377886094137101,0.472935652791473,209.40581665039062,218.11170835494391,200.69992494583732,17.41178340910659,0.7126769693914111,3.6620024008769008,-0.011019393963427104,,27145755.0,0.7467944803892911,51519800,-2.3744964599609375,-1.1019393963427104,3.99916023973924,1.8765805663813788,1.0382483856395197,0.48182291219091716,3.94825029352496,69.56287807974559,82.15698804352942
2020-12-31,MSFT,213.12810390410456,214.37784314318708,211.18620184549383,213.8202667236328,20942100,209.74468612670898,210.71352212331536,,207.16044680149054,,203.64541755712517,72.7969437200794,2.768092776163485,2.4559274305423777,0.3121653456211071,209.74468612670898,218.5898078915381,200.89956436187987,17.690243529658233,0.7303857824280934,3.7032029109190012,0.0033380339323823005,,27006635.0,0.7754427754512919,72461900,0.71136474609375,0.33380339323823005,3.191641297693252,1.492674827601125,0.01920192656550057,0.009010382197701148,3.8375412845913024,73.657921153852,75.48423540916008
2021-01-04,MSFT,213.92600833251893,214.3778372347253,206.50449638120156,209.2731475830078,37130100,209.91051559448243,210.57634359566703,,207.24329781253041,,203.70141487081554,57.88539255750035,2.308998263335667,2.4265415971010356,-0.11754333376536863,209.91051559448243,218.57920453541644,201.24182665354843,17.337377881868008,0.46323734674196604,3.9764965985107557,-0.021266081135808523,,27607095.0,1.3449477389779692,35331800,-4.547119140625,-2.1266081135808523,7.873340853523729,3.762231774337308,0.10574160888612028,0.04945350153490994,1.6625531961576905,36.479295793668165,59.90003167575525
2021-01-05,MSFT,208.85975195111516,210.07104410686514,207.36007087143997,209.47500610351562,23823000,210.08067245483397,210.47145431070024,,207.3308157847259,,203.75886353979763,56.761683205365095,1.9390981336867412,2.3290529044181767,-0.3899547707314355,210.08067245483397,218.56371672824216,201.5976281814258,16.966088546816366,0.4643013562232056,3.941476886823249,0.0009645696203224308,,27564945.0,0.8642498651820274,59154800,0.2018585205078125,0.09645696203224308,2.710973235425172,1.2941750358921094,-0.41339563189265505,-0.19753878443897463,-0.6293476434732752,37.884761004099545,49.340659317206566
2021-01-06,MSFT,203.96656368510168,208.1195403388213,203.745460613917,204.04347229003906,35930700,209.98261566162108,209.85926554682774,,207.2019003535617,,203.76169546766073,47.146343755195076,1.1939076067193923,2.10202384487842,-0.9081162381590278,209.98261566162108,218.70597659818736,201.2592547250548,17.44672187313256,0.15958399435895598,4.132370153515088,-0.02592926915009841,,28130480.0,1.2772871276992075,23224100,-5.4315338134765625,-2.592926915009841,4.3740797249043055,2.1436999065996774,-5.508442418413949,-2.6296418464796982,-3.267706015038573,2.034100549127751,25.466052448965154
2021-01-07,MSFT,205.76429862560525,210.85938106284232,205.44707073489354,209.8499755859375,27694500,210.09220962524415,209.85838078864774,,207.30574644110587,,203.82227536933513,48.53682419228689,1.0596599341901936,1.8935510627407748,-0.8338911285505812,210.09220962524415,218.74741627355007,201.43700297693823,17.31041329661184,0.48600645546954885,4.208590577965885,0.02845718723922097,0.1982177291393585,28351000.0,0.9768438503051039,50918600,5.8065032958984375,2.845718723922097,5.412310327948774,2.579133170178679,1.720826335566187,0.8433626012402426,-0.13722417381941682,41.66681459708873,27.19522538343868
2021-01-08,MSFT,210.22485175437276,212.05139810693055,208.63865395895616,211.12850952148438,22956200,210.46808929443358,209.97934542987028,,207.45565871876778,,203.8949742166202,50.285542312838345,1.0443955481873957,1.723719959830099,-0.6793244116427033,210.46808929443358,218.57365465712607,202.3625239317411,16.211130725384976,0.5407386898692169,4.248417459014468,0.006092609408111516,0.19256267123646476,27876780.0,0.8234882220973871,73874800,1.278533935546875,0.6092609408111516,3.4127441479743936,1.6164298017871972,0.3748761684352644,0.17864008198645018,-1.3342903843611436,50.39354173146179,31.36481895922609
2021-01-11,MSFT,210.02297630264093,210.44596628665806,208.35024718461395,209.08087158203125,23031300,210.8031135559082,209.89377649198087,,207.5193925565428,,203.94657518543028,48.48568544245989,0.8571899907851162,1.5504139660211025,-0.6932239752359863,210.8031135559082,218.00464132908056,203.60158578273584,14.403055546344717,0.38042523558037467,4.194857644581832,-0.00969853831722689,0.19501888439649137,27691680.0,0.8317046853062002,50843500,-2.047637939453125,-0.969853831722689,2.0957191020441144,1.00234855832896,-1.1055332188434477,-0.5236304757463127,-2.880232582946946,36.41723881858366,42.82586504904472
2021-01-12,MSFT,208.12914638243228,208.70595357942517,205.0721063772926,206.61984252929688,23249300,210.88338470458984,209.58197325743953,,207.4841160848861,,203.97317486049366,39.01947114640766,0.5044290172086789,1.3412169762586177,-0.8367879590499387,210.88338470458984,217.84503030374816,203.92173910543153,13.923291198316633,0.19378345144369002,4.0197568759846165,-0.011770704006123345,0.1974563650878891,27305175.0,0.8514613072430409,27594200,-2.461029052734375,-1.1770704006123345,3.633847202132557,1.7587116308141169,-0.9517251995989682,-0.45519477338966713,-2.7554228547311137,19.61930454725663,35.47669503243403
2021-01-13,MSFT,205.74508100567118,208.37913156857348,205.65854964000155,207.97537231445312,20087100,210.98624954223632,209.4289636438218,,207.50338103506522,,204.01299772073207,39.12426844065596,0.33043428838252,1.139060438683398,-0.808626150300878,210.98624954223632,217.69519153362003,204.2773075508526,13.417883982767421,0.2756071500059126,3.9545236497944143,0.006560501491835513,0.19764457744299208,26869610.0,0.7475769093782902,47681300,1.35552978515625,0.6560501491835513,2.7205819285719315,1.3081269663306507,-0.8747615236256934,-0.42336762670877554,-2.877669338944961,28.87157249938892,28.302705288409737
2021-01-14,MSFT,207.5619967995437,209.05207008476174,204.5145643571503,204.7837371826172,29480800,210.93289794921876,208.98656112370705,,207.39672833496923,,204.02066677010407,38.68139774910689,-0.06425537336141929,0.8983972762744346,-0.9626526496358538,210.93289794921876,217.82817641496908,204.03761948346843,13.790556931500646,0.05410352191393075,4.063019566828619,-0.015346216700169002,0.2006073441960326,26993620.0,1.092139550012188,18200500,-3.1916351318359375,-1.5346216700169002,4.537505727611432,2.2157549178649294,-0.4133755149094327,-0.19876176217846608,-5.307609875486772,7.086832858436433,18.525903301693994
