date,ticker,open,high,low,close,volume,sma_20,ema_20,sma_50,ema_50,sma_200,ema_200,rsi,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,bb_width,bb_percent,atr,returns,volatility,volume_sma_20,volume_ratio,obv,price_change,price_change_pct,daily_range,daily_range_pct,gap,gap_pct,roc,stoch_k,stoch_d
2020-11-23,TSLA,167.8333282470703,175.3333282470703,167.26333618164062,173.9499969482422,150780900,,173.9499969482422,,173.9499969482422,,173.9499969482422,,0.0,0.0,0.0,,,,,,,,,,,0,,,8.069992065429688,4.639259676348754,,,,,
2020-11-24,TSLA,180.13333129882812,186.663330078125,175.39999389648438,185.1266632080078,160945500,,175.01444135393416,,174.38829758588005,,174.0612075577921,,0.8915859124599308,0.17831718249198616,0.7132687299679447,,,,,,,0.06425217853318599,,,,160945500,11.176666259765625,6.425217853318599,11.263336181640625,6.084124234975905,6.1833343505859375,3.554661948298713,,,
2020-11-25,TSLA,183.35333251953125,191.3333282470703,181.7899932861328,191.3333282470703,146790600,,176.56862105804237,,175.05280859220125,,174.23306945519786,,2.0750799391562396,0.5576697338248369,1.5174102053314027,,,,,,,0.03352658623835669,,,,307736100,6.2066650390625,3.3526586238356693,9.5433349609375,4.9878058613051,-1.7733306884765625,-0.9579012864743599,,,
2020-11-27,TSLA,193.72000122070312,199.5933380126953,192.81666564941406,195.25332641601562,112683300,,178.34811680642076,,175.84498576176262,,174.44222624087763,,3.291377620966273,1.1044113112531242,2.1869663097131484,,,,,,,0.020487795852708768,,,,420419400,3.9199981689453125,2.048779585270877,6.77667236328125,3.4707077659934784,2.3866729736328125,1.2473900890653415,,,
2020-11-30,TSLA,200.73666381835938,202.60000610351562,184.836669921875,189.1999969482422,189009300,,179.38162920087996,,176.36871169064418,,174.58906973050316,,3.723922142095148,1.628313477421529,2.0956086646736187,,,,,,,-0.031002439645386293,,,,231410100,-6.0533294677734375,-3.1002439645386293,17.763336181640625,9.388655638562186,5.48333740234375,2.808319583073684,,,
2020-12-01,TSLA,199.19667053222656,199.28334045410156,190.68333435058594,194.9199981689453,120310500,,180.86147386450523,,177.0962131211658,,174.79136752591054,,4.476668834179861,2.1979845487731957,2.2786842854066656,,,,,,,0.030232565079099327,,,,351720600,5.720001220703125,3.0232565079099327,8.600006103515625,4.412069661555014,9.996673583984375,5.283654199380923,,,
2020-12-02,TSLA,185.47999572753906,190.51333618164062,180.40333557128906,189.60667419433594,143327100,,181.69435008639385,,177.5868194377607,,174.93878351266105,,4.591556565511837,2.6766989521209243,1.9148576133909128,,,,,,,-0.027258998689319136,,,,208393500,-5.313323974609375,-2.7258998689319136,10.110000610351562,5.332091105606016,-9.44000244140625,-4.843013815967823,,,
2020-12-03,TSLA,196.67333984375,199.6566619873047,194.14332580566406,197.7933349609375,127656000,,183.2275867411123,,178.37923181121863,,175.1661919847832,,5.282309845623217,3.1978211308213833,2.084488714801834,,,,,,,0.04317707064578702,,,,336049500,8.186660766601562,4.317707064578702,5.513336181640625,2.787422631166749,7.0666656494140625,3.7270131336047467,,,
2020-12-04,TSLA,197.00332641601562,199.67999267578125,195.1666717529297,199.67999267578125,88203900,,184.7944825444141,,179.2145557666917,,175.41011039961901,,5.913803659480067,3.74101763655312,2.172786022926947,,,,,,,0.00953853028069096,,,,424253400,1.88665771484375,0.953853028069096,4.5133209228515625,2.2602769873794037,-0.790008544921875,-0.3994111050697916,,,
2020-12-07,TSLA,201.63999938964844,216.26333618164062,201.01666259765625,213.9199981689453,168929100,,187.56834117532182,,180.57555350795653,,175.79329336249788,,7.47712485031002,4.4882390793045,2.9888857710055197,,,,,,,0.07131413268972531,,,,593182500,14.240005493164062,7.131413268972531,15.246673583984375,7.127278288373569,1.9600067138671875,0.9815739111377243,,,
2020-12-08,TSLA,208.50332641601562,217.0933380126953,206.1666717529297,216.6266632080078,192795000,,190.33580041653,,181.9893225158017,,176.1995955500154,,8.832656044528676,5.357122472349335,3.475533572179341,,,,,,,0.01265269756091203,,,,785977500,2.7066650390625,1.265269756091203,10.926666259765625,5.04400801727426,-5.4166717529296875,-2.5321016264462664,,,
